id_venta,fecha,producto,categoria,cantidad,precio_unitario,total_venta,metodo_pago,cliente_tipo,canal_venta,provincia,cluster
690,2024-09-13,Decoración de pared,Decoración,2,11.76,23.52,Pago móvil,Nuevo,Tienda física,Pichincha,1
691,2024-07-20,Decoración de pared,Decoración,4,16.1,64.4,Transferencia,Nuevo,WhatsApp,Azuay,1
692,2024-04-30,Bandeja de madera,Hogar,3,16.62,49.86,Tarjeta,Nuevo,WhatsApp,Chimborazo,1
693,2024-04-25,Tabla de cortar,Cocina,3,17.44,52.32,Transferencia,Frecuente,Facebook Marketplace,Azuay,0
694,2024-09-23,Cuchara de madera,Cocina,4,3.44,13.76,Transferencia,Frecuente,Instagram,Guayas,2
695,2024-11-05,Cuchara de madera,Cocina,3,5.13,15.39,Tarjeta,Frecuente,Instagram,Pichincha,2
696,2024-12-16,Organizador de escritorio,Hogar,5,10.52,52.6,Transferencia,Nuevo,WhatsApp,Azuay,1
697,2024-08-08,Organizador de escritorio,Hogar,2,18.89,37.78,Transferencia,Nuevo,WhatsApp,Tungurahua,0
698,2024-04-04,Decoración de pared,Decoración,1,20.66,20.66,Tarjeta,Nuevo,Tienda física,Cotopaxi,0
699,2024-08-14,Porta vasos,Hogar,3,14.65,43.95,Tarjeta,Nuevo,Instagram,Tungurahua,1
700,2024-11-11,Cuchara de madera,Cocina,5,3.92,19.6,Tarjeta,Nuevo,Instagram,Pichincha,2
701,2024-12-18,Organizador de escritorio,Hogar,1,9.29,9.29,Pago móvil,Nuevo,Facebook Marketplace,Azuay,2
702,2024-09-08,Organizador de escritorio,Hogar,4,13.11,52.44,Pago móvil,Nuevo,Instagram,Pichincha,1
703,2024-05-18,Cuchara de madera,Cocina,1,3.16,3.16,Pago móvil,Nuevo,Instagram,Pichincha,2
704,2024-11-11,Tabla de cortar,Cocina,4,9.77,39.08,Pago móvil,Frecuente,Facebook Marketplace,Pichincha,2
705,2024-11-07,Porta vasos,Hogar,1,9.64,9.64,Pago móvil,Frecuente,Facebook Marketplace,Guayas,2
706,2024-09-25,Organizador de escritorio,Hogar,5,15.29,76.45,Efectivo,Nuevo,Facebook Marketplace,Chimborazo,1
707,2024-09-22,Tabla de cortar,Cocina,2,16.78,33.56,Pago móvil,Nuevo,Facebook Marketplace,Guayas,1
708,2024-05-29,Organizador de escritorio,Hogar,2,19.59,39.18,Pago móvil,Frecuente,WhatsApp,Cotopaxi,0
709,2024-11-09,Porta vasos,Hogar,3,7.5,22.5,Efectivo,Nuevo,Facebook Marketplace,Azuay,2
710,2024-02-27,Porta vasos,Hogar,5,6.81,34.05,Transferencia,Nuevo,Facebook Marketplace,Chimborazo,2
711,2024-08-20,Bandeja de madera,Hogar,2,17.86,35.72,Transferencia,Frecuente,Tienda física,Cotopaxi,0
712,2024-03-04,Bandeja de madera,Hogar,2,20.99,41.98,Efectivo,Nuevo,Facebook Marketplace,Azuay,0
713,2024-09-18,Bandeja de madera,Hogar,4,13.11,52.44,Transferencia,Frecuente,Facebook Marketplace,Tungurahua,1
714,2024-12-03,Cuchara de madera,Cocina,5,7.56,37.8,Transferencia,Nuevo,Instagram,Pichincha,2
715,2024-06-07,Organizador de escritorio,Hogar,3,9.56,28.68,Pago móvil,Frecuente,Instagram,Tungurahua,2
716,2024-11-14,Cuchara de madera,Cocina,1,7.8,7.8,Tarjeta,Nuevo,Facebook Marketplace,Chimborazo,2
717,2024-11-07,Porta vasos,Hogar,1,10.89,10.89,Pago móvil,Nuevo,Instagram,Guayas,1
718,2024-08-14,Organizador de escritorio,Hogar,4,14.23,56.92,Efectivo,Nuevo,Instagram,Guayas,1
719,2024-04-16,Bandeja de madera,Hogar,5,20.06,100.3,Efectivo,Nuevo,Instagram,Tungurahua,0
720,2024-01-17,Organizador de escritorio,Hogar,2,12.84,25.68,Tarjeta,Frecuente,Tienda física,Tungurahua,1
721,2024-03-23,Tabla de cortar,Cocina,2,12.17,24.34,Tarjeta,Nuevo,Facebook Marketplace,Azuay,1
722,2024-02-17,Decoración de pared,Decoración,1,17.2,17.2,Tarjeta,Frecuente,WhatsApp,Chimborazo,1
723,2024-02-03,Tabla de cortar,Cocina,5,15.58,77.9,Tarjeta,Frecuente,Instagram,Tungurahua,1
724,2024-09-26,Organizador de escritorio,Hogar,3,18.45,55.35,Pago móvil,Nuevo,Instagram,Guayas,0
725,2024-02-14,Tabla de cortar,Cocina,5,9.09,45.45,Pago móvil,Frecuente,Facebook Marketplace,Guayas,2
726,2024-11-15,Bandeja de madera,Hogar,5,15.38,76.9,Tarjeta,Nuevo,Facebook Marketplace,Guayas,1
727,2024-04-02,Organizador de escritorio,Hogar,4,15.95,63.8,Transferencia,Frecuente,Instagram,Tungurahua,1
728,2024-04-16,Tabla de cortar,Cocina,1,8.24,8.24,Pago móvil,Frecuente,Tienda física,Cotopaxi,2
729,2024-01-06,Bandeja de madera,Hogar,2,19.29,38.58,Transferencia,Frecuente,WhatsApp,Tungurahua,0
730,2024-06-14,Bandeja de madera,Hogar,5,15.9,79.5,Efectivo,Nuevo,WhatsApp,Cotopaxi,1
731,2024-01-15,Porta vasos,Hogar,5,12.52,62.6,Transferencia,Nuevo,WhatsApp,Cotopaxi,1
732,2024-01-19,Organizador de escritorio,Hogar,4,14.27,57.08,Transferencia,Frecuente,Instagram,Azuay,1
733,2024-06-20,Porta vasos,Hogar,5,14.03,70.15,Pago móvil,Frecuente,Tienda física,Guayas,1
734,2024-10-11,Bandeja de madera,Hogar,3,19.34,58.02,Efectivo,Nuevo,WhatsApp,Cotopaxi,0
735,2024-01-16,Tabla de cortar,Cocina,3,17.7,53.1,Tarjeta,Frecuente,Instagram,Guayas,0
736,2024-02-29,Decoración de pared,Decoración,5,17.79,88.95,Tarjeta,Frecuente,Tienda física,Cotopaxi,0
737,2024-07-09,Porta vasos,Hogar,2,6.78,13.56,Pago móvil,Frecuente,Instagram,Guayas,2
738,2024-01-20,Bandeja de madera,Hogar,3,14.28,42.84,Transferencia,Nuevo,Facebook Marketplace,Guayas,1
739,2024-03-19,Tabla de cortar,Cocina,5,15.99,79.95,Transferencia,Frecuente,Facebook Marketplace,Azuay,1
740,2024-03-14,Decoración de pared,Decoración,3,16.21,48.63,Efectivo,Nuevo,Instagram,Azuay,1
741,2024-02-29,Tabla de cortar,Cocina,5,12.59,62.95,Efectivo,Frecuente,Tienda física,Azuay,1
742,2024-08-27,Decoración de pared,Decoración,3,27.44,82.32,Efectivo,Nuevo,WhatsApp,Tungurahua,0
743,2024-06-13,Decoración de pared,Decoración,2,25.17,50.34,Transferencia,Nuevo,WhatsApp,Cotopaxi,0
744,2024-12-09,Decoración de pared,Decoración,4,16.38,65.52,Efectivo,Frecuente,Instagram,Pichincha,1
745,2024-10-13,Bandeja de madera,Hogar,5,13.49,67.45,Efectivo,Nuevo,WhatsApp,Guayas,1
746,2024-10-20,Bandeja de madera,Hogar,3,15.52,46.56,Transferencia,Nuevo,Tienda física,Cotopaxi,1
747,2024-08-15,Decoración de pared,Decoración,5,27.84,139.2,Efectivo,Nuevo,Tienda física,Chimborazo,0
748,2024-01-28,Organizador de escritorio,Hogar,4,9.56,38.24,Efectivo,Frecuente,Facebook Marketplace,Pichincha,2
749,2024-11-18,Organizador de escritorio,Hogar,5,15.56,77.8,Pago móvil,Frecuente,WhatsApp,Cotopaxi,1
750,2024-02-10,Cuchara de madera,Cocina,5,6.56,32.8,Pago móvil,Nuevo,Tienda física,Azuay,2
751,2024-12-16,Porta vasos,Hogar,3,6.88,20.64,Pago móvil,Frecuente,Instagram,Pichincha,2
752,2024-05-12,Cuchara de madera,Cocina,5,7.31,36.55,Tarjeta,Frecuente,Instagram,Azuay,2
753,2024-08-20,Organizador de escritorio,Hogar,3,12.63,37.89,Pago móvil,Nuevo,Tienda física,Chimborazo,1
754,2024-03-28,Tabla de cortar,Cocina,4,11.51,46.04,Tarjeta,Frecuente,Instagram,Guayas,1
755,2024-06-15,Tabla de cortar,Cocina,1,12.06,12.06,Efectivo,Frecuente,Facebook Marketplace,Chimborazo,1
756,2024-05-04,Decoración de pared,Decoración,5,18.27,91.35,Transferencia,Frecuente,Facebook Marketplace,Tungurahua,0
757,2024-08-08,Bandeja de madera,Hogar,5,14.71,73.55,Pago móvil,Frecuente,Instagram,Pichincha,1
758,2024-09-06,Organizador de escritorio,Hogar,5,16.37,81.85,Efectivo,Frecuente,WhatsApp,Guayas,1
759,2024-06-06,Tabla de cortar,Cocina,2,16.22,32.44,Pago móvil,Nuevo,Tienda física,Azuay,1
760,2024-06-16,Decoración de pared,Decoración,4,25.43,101.72,Pago móvil,Nuevo,Tienda física,Pichincha,0
761,2024-03-16,Cuchara de madera,Cocina,1,7.44,7.44,Transferencia,Frecuente,WhatsApp,Chimborazo,2
762,2024-04-15,Decoración de pared,Decoración,2,21.56,43.12,Tarjeta,Frecuente,WhatsApp,Chimborazo,0
763,2024-02-15,Organizador de escritorio,Hogar,3,19.81,59.43,Efectivo,Frecuente,Instagram,Cotopaxi,0
764,2024-01-28,Tabla de cortar,Cocina,5,11.69,58.45,Efectivo,Frecuente,Tienda física,Cotopaxi,1
765,2024-07-20,Tabla de cortar,Cocina,5,10.35,51.75,Tarjeta,Frecuente,Facebook Marketplace,Chimborazo,1
766,2024-08-31,Porta vasos,Hogar,2,10.91,21.82,Transferencia,Nuevo,Facebook Marketplace,Cotopaxi,1
767,2024-03-09,Porta vasos,Hogar,2,7.39,14.78,Efectivo,Nuevo,Tienda física,Pichincha,2
768,2024-03-10,Organizador de escritorio,Hogar,4,18.73,74.92,Efectivo,Nuevo,Facebook Marketplace,Chimborazo,0
769,2024-11-15,Organizador de escritorio,Hogar,4,15.65,62.6,Transferencia,Frecuente,Facebook Marketplace,Guayas,1
770,2024-04-05,Porta vasos,Hogar,2,9.46,18.92,Pago móvil,Nuevo,Facebook Marketplace,Azuay,2
771,2024-07-29,Cuchara de madera,Cocina,3,6.56,19.68,Tarjeta,Nuevo,Tienda física,Guayas,2
772,2024-10-24,Porta vasos,Hogar,1,12.34,12.34,Pago móvil,Nuevo,Instagram,Azuay,1
773,2024-08-26,Organizador de escritorio,Hogar,3,14.79,44.37,Efectivo,Nuevo,Instagram,Chimborazo,1
774,2024-12-16,Organizador de escritorio,Hogar,1,17.16,17.16,Tarjeta,Nuevo,WhatsApp,Guayas,1
775,2024-08-28,Tabla de cortar,Cocina,5,12.69,63.45,Tarjeta,Frecuente,WhatsApp,Cotopaxi,1
776,2024-06-04,Bandeja de madera,Hogar,5,14.18,70.9,Tarjeta,Nuevo,Facebook Marketplace,Guayas,1
777,2024-11-15,Cuchara de madera,Cocina,3,5.86,17.58,Efectivo,Frecuente,Facebook Marketplace,Tungurahua,2
778,2024-05-09,Cuchara de madera,Cocina,3,5.53,16.59,Transferencia,Frecuente,WhatsApp,Cotopaxi,2
779,2024-03-30,Tabla de cortar,Cocina,5,15.41,77.05,Transferencia,Frecuente,WhatsApp,Pichincha,1
780,2024-09-05,Bandeja de madera,Hogar,2,22.17,44.34,Transferencia,Nuevo,WhatsApp,Tungurahua,0
781,2024-09-10,Cuchara de madera,Cocina,2,5.98,11.96,Pago móvil,Frecuente,Instagram,Azuay,2
782,2024-04-17,Porta vasos,Hogar,2,12.53,25.06,Tarjeta,Nuevo,WhatsApp,Tungurahua,1
783,2024-08-31,Tabla de cortar,Cocina,4,9.68,38.72,Tarjeta,Frecuente,Instagram,Chimborazo,2
784,2024-05-14,Organizador de escritorio,Hogar,4,16.76,67.04,Transferencia,Frecuente,Tienda física,Cotopaxi,1
785,2024-09-28,Porta vasos,Hogar,3,9.44,28.32,Efectivo,Nuevo,WhatsApp,Chimborazo,2
786,2024-06-20,Decoración de pared,Decoración,3,28.36,85.08,Tarjeta,Frecuente,Tienda física,Cotopaxi,0
787,2024-12-11,Organizador de escritorio,Hogar,4,15.43,61.72,Transferencia,Nuevo,WhatsApp,Azuay,1
788,2024-10-07,Organizador de escritorio,Hogar,3,19.93,59.79,Efectivo,Nuevo,Tienda física,Tungurahua,0
789,2024-12-16,Porta vasos,Hogar,1,6.88,6.88,Pago móvil,Frecuente,Instagram,Azuay,2
790,2024-01-13,Bandeja de madera,Hogar,1,15.27,15.27,Efectivo,Nuevo,Instagram,Guayas,1
791,2024-02-14,Organizador de escritorio,Hogar,1,10.34,10.34,Transferencia,Frecuente,Instagram,Tungurahua,1
792,2024-08-27,Organizador de escritorio,Hogar,3,11.03,33.09,Efectivo,Frecuente,WhatsApp,Chimborazo,1
793,2024-05-11,Organizador de escritorio,Hogar,3,18.94,56.82,Transferencia,Nuevo,WhatsApp,Tungurahua,0
794,2024-05-12,Porta vasos,Hogar,1,9.5,9.5,Tarjeta,Nuevo,Facebook Marketplace,Tungurahua,2
795,2024-11-08,Porta vasos,Hogar,2,14.81,29.62,Pago móvil,Nuevo,Facebook Marketplace,Tungurahua,1
796,2024-04-21,Cuchara de madera,Cocina,4,5.7,22.8,Efectivo,Frecuente,WhatsApp,Tungurahua,2
797,2024-05-08,Tabla de cortar,Cocina,5,8.73,43.65,Pago móvil,Nuevo,Facebook Marketplace,Pichincha,2
798,2024-12-06,Organizador de escritorio,Hogar,1,16.04,16.04,Pago móvil,Frecuente,Instagram,Azuay,1
799,2024-01-02,Bandeja de madera,Hogar,5,23.76,118.8,Pago móvil,Frecuente,Facebook Marketplace,Chimborazo,0
800,2024-10-03,Organizador de escritorio,Hogar,1,17.59,17.59,Transferencia,Nuevo,Facebook Marketplace,Azuay,0
801,2024-07-02,Porta vasos,Hogar,5,7.09,35.45,Tarjeta,Frecuente,Facebook Marketplace,Tungurahua,2
802,2024-07-06,Organizador de escritorio,Hogar,1,19.97,19.97,Tarjeta,Nuevo,Facebook Marketplace,Cotopaxi,0
803,2024-01-21,Organizador de escritorio,Hogar,5,11.23,56.15,Pago móvil,Nuevo,WhatsApp,Azuay,1
804,2024-09-06,Porta vasos,Hogar,3,14.07,42.21,Efectivo,Frecuente,Instagram,Pichincha,1
805,2024-05-02,Tabla de cortar,Cocina,5,9.93,49.65,Pago móvil,Frecuente,Tienda física,Guayas,2
806,2024-08-18,Organizador de escritorio,Hogar,5,12.39,61.95,Efectivo,Nuevo,WhatsApp,Tungurahua,1
807,2024-07-26,Bandeja de madera,Hogar,1,22.24,22.24,Efectivo,Nuevo,Facebook Marketplace,Azuay,0
808,2024-04-29,Decoración de pared,Decoración,5,12.98,64.9,Efectivo,Nuevo,Instagram,Chimborazo,1
809,2024-01-24,Organizador de escritorio,Hogar,5,9.21,46.05,Transferencia,Nuevo,Tienda física,Pichincha,2
810,2024-02-19,Organizador de escritorio,Hogar,3,9.55,28.65,Pago móvil,Nuevo,Tienda física,Tungurahua,2
811,2024-04-22,Tabla de cortar,Cocina,5,12.97,64.85,Efectivo,Nuevo,Facebook Marketplace,Cotopaxi,1
812,2024-03-02,Organizador de escritorio,Hogar,3,16.46,49.38,Transferencia,Frecuente,Instagram,Tungurahua,1
813,2024-03-02,Decoración de pared,Decoración,1,13.47,13.47,Tarjeta,Nuevo,Facebook Marketplace,Pichincha,1
814,2024-08-12,Organizador de escritorio,Hogar,2,13.07,26.14,Transferencia,Nuevo,Instagram,Tungurahua,1
815,2024-01-09,Organizador de escritorio,Hogar,2,15.74,31.48,Pago móvil,Nuevo,Tienda física,Tungurahua,1
816,2024-05-25,Cuchara de madera,Cocina,5,7.63,38.15,Pago móvil,Frecuente,Instagram,Pichincha,2
817,2024-08-18,Cuchara de madera,Cocina,5,6.2,31.0,Pago móvil,Nuevo,Instagram,Guayas,2
818,2024-09-12,Organizador de escritorio,Hogar,2,9.41,18.82,Efectivo,Frecuente,WhatsApp,Chimborazo,2
819,2024-03-01,Tabla de cortar,Cocina,2,13.58,27.16,Efectivo,Frecuente,Instagram,Chimborazo,1
820,2024-01-28,Organizador de escritorio,Hogar,3,16.25,48.75,Transferencia,Nuevo,Instagram,Azuay,1
821,2024-12-09,Porta vasos,Hogar,2,10.48,20.96,Efectivo,Nuevo,WhatsApp,Cotopaxi,1
822,2024-11-11,Cuchara de madera,Cocina,3,5.17,15.51,Pago móvil,Nuevo,Tienda física,Azuay,2
823,2024-03-21,Tabla de cortar,Cocina,2,17.25,34.5,Efectivo,Frecuente,Tienda física,Tungurahua,1
824,2024-10-23,Cuchara de madera,Cocina,5,6.61,33.05,Tarjeta,Frecuente,Instagram,Azuay,2
825,2024-02-26,Organizador de escritorio,Hogar,2,18.88,37.76,Tarjeta,Nuevo,Tienda física,Pichincha,0
826,2024-07-11,Organizador de escritorio,Hogar,2,13.54,27.08,Transferencia,Nuevo,Facebook Marketplace,Guayas,1
827,2024-03-15,Porta vasos,Hogar,4,6.49,25.96,Transferencia,Frecuente,Instagram,Chimborazo,2
828,2024-11-19,Bandeja de madera,Hogar,2,13.77,27.54,Tarjeta,Frecuente,Instagram,Cotopaxi,1
829,2024-01-31,Cuchara de madera,Cocina,5,3.16,15.8,Tarjeta,Nuevo,Tienda física,Chimborazo,2
830,2024-04-22,Porta vasos,Hogar,3,9.76,29.28,Tarjeta,Nuevo,Instagram,Guayas,2
831,2024-07-29,Decoración de pared,Decoración,1,27.1,27.1,Pago móvil,Nuevo,Facebook Marketplace,Chimborazo,0
832,2024-05-06,Bandeja de madera,Hogar,4,12.19,48.76,Transferencia,Frecuente,Facebook Marketplace,Guayas,1
833,2024-03-17,Cuchara de madera,Cocina,5,7.46,37.3,Efectivo,Frecuente,Tienda física,Tungurahua,2
834,2024-01-18,Porta vasos,Hogar,5,12.6,63.0,Pago móvil,Frecuente,Facebook Marketplace,Azuay,1
835,2024-02-12,Tabla de cortar,Cocina,2,12.52,25.04,Efectivo,Frecuente,Instagram,Pichincha,1
836,2024-01-09,Bandeja de madera,Hogar,1,15.85,15.85,Pago móvil,Frecuente,Instagram,Azuay,1
837,2024-01-13,Porta vasos,Hogar,5,13.72,68.6,Pago móvil,Frecuente,Instagram,Azuay,1
838,2024-11-16,Porta vasos,Hogar,3,7.66,22.98,Pago móvil,Nuevo,Tienda física,Chimborazo,2
839,2024-05-31,Organizador de escritorio,Hogar,1,12.66,12.66,Pago móvil,Frecuente,Instagram,Azuay,1
840,2024-01-29,Tabla de cortar,Cocina,3,14.2,42.6,Tarjeta,Nuevo,Tienda física,Chimborazo,1
841,2024-07-06,Bandeja de madera,Hogar,1,18.05,18.05,Tarjeta,Nuevo,Tienda física,Guayas,0
842,2024-06-20,Organizador de escritorio,Hogar,2,17.51,35.02,Transferencia,Nuevo,Facebook Marketplace,Azuay,0
843,2024-04-25,Decoración de pared,Decoración,2,27.42,54.84,Tarjeta,Frecuente,WhatsApp,Guayas,0
844,2024-02-02,Organizador de escritorio,Hogar,1,13.65,13.65,Tarjeta,Frecuente,Facebook Marketplace,Chimborazo,1
845,2024-08-28,Decoración de pared,Decoración,1,20.53,20.53,Tarjeta,Frecuente,WhatsApp,Azuay,0
846,2024-04-06,Organizador de escritorio,Hogar,1,17.9,17.9,Pago móvil,Nuevo,Tienda física,Chimborazo,0
847,2024-02-25,Cuchara de madera,Cocina,1,4.44,4.44,Transferencia,Frecuente,Tienda física,Azuay,2
848,2024-09-23,Cuchara de madera,Cocina,2,5.48,10.96,Efectivo,Frecuente,Facebook Marketplace,Azuay,2
849,2024-06-26,Decoración de pared,Decoración,4,28.63,114.52,Pago móvil,Frecuente,Tienda física,Cotopaxi,0
850,2024-09-23,Cuchara de madera,Cocina,2,3.31,6.62,Tarjeta,Frecuente,WhatsApp,Azuay,2
851,2024-10-30,Organizador de escritorio,Hogar,4,17.66,70.64,Pago móvil,Frecuente,WhatsApp,Guayas,0
852,2024-03-28,Cuchara de madera,Cocina,3,7.49,22.47,Tarjeta,Nuevo,Facebook Marketplace,Cotopaxi,2
853,2024-03-16,Bandeja de madera,Hogar,1,22.01,22.01,Tarjeta,Frecuente,Facebook Marketplace,Pichincha,0
854,2024-05-26,Decoración de pared,Decoración,5,28.48,142.4,Transferencia,Nuevo,Instagram,Pichincha,0
855,2024-10-21,Cuchara de madera,Cocina,3,3.58,10.74,Transferencia,Frecuente,WhatsApp,Cotopaxi,2
856,2024-12-06,Cuchara de madera,Cocina,1,4.03,4.03,Tarjeta,Frecuente,Instagram,Cotopaxi,2
857,2024-09-30,Porta vasos,Hogar,2,10.86,21.72,Tarjeta,Nuevo,Tienda física,Chimborazo,1
858,2024-06-12,Porta vasos,Hogar,4,12.92,51.68,Transferencia,Nuevo,WhatsApp,Azuay,1
859,2024-10-20,Organizador de escritorio,Hogar,3,12.25,36.75,Transferencia,Frecuente,WhatsApp,Azuay,1
860,2024-03-12,Tabla de cortar,Cocina,1,15.32,15.32,Efectivo,Frecuente,Tienda física,Chimborazo,1
861,2024-07-01,Decoración de pared,Decoración,4,26.82,107.28,Efectivo,Frecuente,Tienda física,Guayas,0
862,2024-04-23,Organizador de escritorio,Hogar,5,11.15,55.75,Tarjeta,Nuevo,Tienda física,Tungurahua,1
863,2024-09-19,Decoración de pared,Decoración,1,26.99,26.99,Pago móvil,Nuevo,Facebook Marketplace,Cotopaxi,0
864,2024-12-07,Decoración de pared,Decoración,1,22.1,22.1,Tarjeta,Frecuente,Instagram,Azuay,0
865,2024-01-07,Porta vasos,Hogar,3,9.33,27.99,Tarjeta,Frecuente,WhatsApp,Cotopaxi,2
866,2024-04-20,Porta vasos,Hogar,1,13.87,13.87,Pago móvil,Frecuente,Facebook Marketplace,Cotopaxi,1
867,2024-07-31,Cuchara de madera,Cocina,4,7.03,28.12,Transferencia,Nuevo,Instagram,Pichincha,2
868,2024-06-20,Bandeja de madera,Hogar,5,18.17,90.85,Efectivo,Frecuente,Tienda física,Tungurahua,0
869,2024-07-31,Porta vasos,Hogar,3,11.75,35.25,Transferencia,Frecuente,Instagram,Pichincha,1
870,2024-10-10,Cuchara de madera,Cocina,3,7.16,21.48,Pago móvil,Nuevo,WhatsApp,Guayas,2
871,2024-04-24,Bandeja de madera,Hogar,4,18.42,73.68,Efectivo,Nuevo,Instagram,Cotopaxi,0
872,2024-03-04,Bandeja de madera,Hogar,4,24.43,97.72,Tarjeta,Frecuente,Instagram,Chimborazo,0
873,2024-03-02,Organizador de escritorio,Hogar,1,16.09,16.09,Tarjeta,Frecuente,Tienda física,Guayas,1
874,2024-10-16,Organizador de escritorio,Hogar,4,12.98,51.92,Pago móvil,Frecuente,Facebook Marketplace,Azuay,1
875,2024-01-09,Tabla de cortar,Cocina,5,11.73,58.65,Tarjeta,Nuevo,Tienda física,Pichincha,1
876,2024-07-01,Bandeja de madera,Hogar,2,17.99,35.98,Transferencia,Nuevo,WhatsApp,Cotopaxi,0
877,2024-01-25,Porta vasos,Hogar,3,11.73,35.19,Tarjeta,Frecuente,Tienda física,Guayas,1
878,2024-02-18,Cuchara de madera,Cocina,2,6.83,13.66,Transferencia,Frecuente,WhatsApp,Azuay,2
879,2024-02-19,Bandeja de madera,Hogar,3,15.53,46.59,Tarjeta,Nuevo,Tienda física,Pichincha,1
880,2024-07-29,Decoración de pared,Decoración,4,15.63,62.52,Tarjeta,Nuevo,Tienda física,Pichincha,1
881,2024-10-13,Cuchara de madera,Cocina,2,5.52,11.04,Efectivo,Frecuente,Facebook Marketplace,Tungurahua,2
882,2024-09-02,Tabla de cortar,Cocina,1,16.19,16.19,Tarjeta,Frecuente,WhatsApp,Pichincha,1
883,2024-09-24,Porta vasos,Hogar,5,14.01,70.05,Tarjeta,Nuevo,WhatsApp,Tungurahua,1
884,2024-03-06,Organizador de escritorio,Hogar,2,17.96,35.92,Transferencia,Nuevo,WhatsApp,Pichincha,0
885,2024-08-05,Cuchara de madera,Cocina,1,3.65,3.65,Efectivo,Nuevo,Tienda física,Chimborazo,2
886,2024-01-17,Porta vasos,Hogar,1,6.38,6.38,Efectivo,Frecuente,Tienda física,Cotopaxi,2
887,2024-02-19,Tabla de cortar,Cocina,1,8.66,8.66,Efectivo,Nuevo,Instagram,Pichincha,2
888,2024-03-15,Organizador de escritorio,Hogar,1,12.87,12.87,Tarjeta,Frecuente,WhatsApp,Pichincha,1
889,2024-05-03,Decoración de pared,Decoración,5,25.62,128.1,Efectivo,Nuevo,Tienda física,Guayas,0
890,2024-03-28,Cuchara de madera,Cocina,3,6.58,19.74,Efectivo,Nuevo,Instagram,Guayas,2
891,2024-04-04,Organizador de escritorio,Hogar,5,14.22,71.1,Pago móvil,Nuevo,Instagram,Cotopaxi,1
892,2024-04-26,Porta vasos,Hogar,5,9.82,49.1,Pago móvil,Nuevo,WhatsApp,Tungurahua,2
893,2024-09-10,Porta vasos,Hogar,2,6.99,13.98,Tarjeta,Frecuente,Tienda física,Tungurahua,2
894,2024-05-25,Bandeja de madera,Hogar,4,18.42,73.68,Pago móvil,Frecuente,Facebook Marketplace,Pichincha,0
895,2024-04-06,Decoración de pared,Decoración,4,18.15,72.6,Efectivo,Frecuente,WhatsApp,Pichincha,0
896,2024-12-10,Tabla de cortar,Cocina,4,17.99,71.96,Efectivo,Frecuente,Facebook Marketplace,Guayas,0
897,2024-03-14,Organizador de escritorio,Hogar,1,16.44,16.44,Pago móvil,Frecuente,Tienda física,Azuay,1
898,2024-06-22,Cuchara de madera,Cocina,2,3.32,6.64,Transferencia,Frecuente,Tienda física,Pichincha,2
899,2024-12-31,Porta vasos,Hogar,3,12.53,37.59,Tarjeta,Frecuente,WhatsApp,Chimborazo,1
900,2024-09-05,Organizador de escritorio,Hogar,4,15.63,62.52,Tarjeta,Nuevo,Facebook Marketplace,Tungurahua,1
901,2024-04-28,Tabla de cortar,Cocina,4,10.51,42.04,Transferencia,Nuevo,Tienda física,Azuay,1
902,2024-12-13,Tabla de cortar,Cocina,4,16.3,65.2,Efectivo,Nuevo,Facebook Marketplace,Guayas,1
903,2024-11-14,Organizador de escritorio,Hogar,3,12.6,37.8,Efectivo,Nuevo,Facebook Marketplace,Chimborazo,1
904,2024-09-08,Cuchara de madera,Cocina,4,4.47,17.88,Tarjeta,Frecuente,Tienda física,Tungurahua,2
905,2024-07-15,Porta vasos,Hogar,1,13.92,13.92,Pago móvil,Frecuente,Facebook Marketplace,Chimborazo,1
906,2024-10-12,Porta vasos,Hogar,2,6.32,12.64,Tarjeta,Nuevo,Facebook Marketplace,Chimborazo,2
907,2024-09-06,Cuchara de madera,Cocina,4,4.56,18.24,Efectivo,Frecuente,Facebook Marketplace,Chimborazo,2
908,2024-01-29,Decoración de pared,Decoración,5,27.09,135.45,Pago móvil,Frecuente,Facebook Marketplace,Guayas,0
909,2024-05-25,Porta vasos,Hogar,3,11.55,34.65,Tarjeta,Nuevo,Tienda física,Guayas,1
910,2024-06-27,Tabla de cortar,Cocina,3,9.28,27.84,Efectivo,Frecuente,Facebook Marketplace,Tungurahua,2
911,2024-07-29,Porta vasos,Hogar,3,9.11,27.33,Tarjeta,Nuevo,Instagram,Pichincha,2
912,2024-02-13,Cuchara de madera,Cocina,5,6.24,31.2,Efectivo,Frecuente,Tienda física,Cotopaxi,2
913,2024-01-20,Cuchara de madera,Cocina,3,3.1,9.3,Pago móvil,Frecuente,Facebook Marketplace,Cotopaxi,2
914,2024-01-12,Tabla de cortar,Cocina,5,14.96,74.8,Tarjeta,Frecuente,Facebook Marketplace,Cotopaxi,1
915,2024-02-21,Decoración de pared,Decoración,4,11.95,47.8,Transferencia,Frecuente,Facebook Marketplace,Guayas,1
916,2024-06-02,Organizador de escritorio,Hogar,5,12.73,63.65,Tarjeta,Frecuente,Instagram,Chimborazo,1
917,2024-10-01,Organizador de escritorio,Hogar,1,18.32,18.32,Transferencia,Frecuente,WhatsApp,Tungurahua,0
918,2024-04-25,Bandeja de madera,Hogar,4,24.95,99.8,Efectivo,Nuevo,WhatsApp,Cotopaxi,0
